%time sig_sin_out sig_adc_out freq_val_de
5.9e-06 -1.57602100863 1001101100100010 111111.1
6e-06 -1.65807468445 1001010111100010 111111.1
6.1e-06 -1.73205038869 1001000100100110 111111.1
6.2e-06 -1.79758771923 1000110011110100 111111.1
6.3e-06 -1.85436738484 1000100101010010 111111.1
6.4e-06 -1.90211276076 1000011001000100 111111.1
6.5e-06 -1.94059123637 1000001111001101 111111.1
6.6e-06 -1.96961534843 1000000111110010 111111.1
6.7e-06 -1.98904369441 1000000010110100 111111.1
6.8e-06 -1.99878162139 1000000000010100 111111.1
6.9e-06 -1.99878168717 1000000000010100 111111.1
7e-06 -1.98904389144 1000000010110100 111111.1
7.1e-06 -1.96961567575 1000000111110010 111111.1
7.2e-06 -1.94059169238 1000001111001101 111111.1
7.3e-06 -1.90211334325 1000011001000100 111111.1
7.4e-06 -1.85436809096 1000100101010010 111111.1
7.5e-06 -1.79758854554 1000110011110100 111111.1
7.6e-06 -1.73205133117 1001000100100110 111111.1
7.7e-06 -1.6580757385 1001010111100010 111111.1
7.8e-06 -1.57602216912 1001101100100010 111111.1
7.9e-06 -1.48629037969 1010000011100001 111111.1
8e-06 -1.38931753438 1010011100010101 111111.1
8.1e-06 -1.28557607505 1010110110111001 111111.1
8.2e-06 -1.17557141956 1011010011000011 111111.1
8.3e-06 -1.05983949943 1011110000101100 111111.1
8.4e-06 -0.938944148818 1100001111101000 111111.1
8.5e-06 -0.813474357614 1100101111110000 111111.1
8.6e-06 -0.684041401901 1101010000111001 111111.1
8.7e-06 -0.551275865904 1101110010111000 111111.1
8.8e-06 -0.415824569839 1110010101100011 111111.1
8.9e-06 -0.278347418674 1110111000110000 111111.1
9e-06 -0.139514187136 1111011100010010 111111.1
9.1e-06 -1.25663705624e-06 0000000000000000 111111.1
9.2e-06 0.139511679984 0000100011101110 111111.1
9.3e-06 0.278344929859 0001000111010000 111111.1
9.4e-06 0.415822111486 0001101010011101 111111.1
9.5e-06 0.55127344999 0010001101001000 111111.1
9.6e-06 0.684039040196 0010101111000111 111111.1
9.7e-06 0.813472061623 0011010000010000 111111.1
9.8e-06 0.938941929729 0011110000011000 111111.1
9.9e-06 1.05983736805 0100001111010100 111111.1
1e-05 1.17556938628 0100101100111101 111111.1
1.01e-05 1.28557414977 0101001001000111 111111.1
1.02e-05 1.38931572649 0101100011101011 111111.1
1.03e-05 1.48628869799 0101111100011111 111111.1
1.04e-05 1.5760206218 0110010011011110 111111.1
1.05e-05 1.6580743331 0110101000011110 111111.1
1.06e-05 1.73205007453 0110111011011010 111111.1
1.07e-05 1.79758744379 0111001100001100 111111.1
1.08e-05 1.85436714947 0111011010101110 111111.1
1.09e-05 1.9021125666 0111100110111100 111111.1
1.1e-05 1.94059108436 0111110000110011 111111.1
1.11e-05 1.96961523932 0111111000001110 111111.1
1.12e-05 1.98904362873 0111111101001100 111111.1
1.13e-05 1.99878159946 0111111111101100 111111.1
1.14e-05 1.9987817091 0111111111101100 111111.1
1.15e-05 1.98904395712 0111111101001100 111111.1
1.16e-05 1.96961578485 0111111000001110 111111.1
1.17e-05 1.94059184438 0111110000110011 111111.1
1.18e-05 1.90211353741 0111100110111100 111111.1
1.19e-05 1.85436832633 0111011010101110 111111.1
1.2e-05 1.79758882097 0111001100001100 111111.1
1.21e-05 1.73205164533 0110111011011010 111111.1
1.22e-05 1.65807608985 0110101000011110 111111.1
1.23e-05 1.57602255596 0110010011011110 111111.1
1.24e-05 1.48629080012 0101111100011111 111111.1
1.25e-05 1.38931798636 0101100011101011 111111.1
1.26e-05 1.28557655637 0101001001000111 111111.1
1.27e-05 1.17557192788 0100101100111101 111111.1
1.28e-05 1.05984003227 0100001111010100 111111.1
1.29e-05 0.93894470359 0011110000011000 111111.1
1.3e-05 0.813474931611 0011010000010000 111111.1
1.31e-05 0.684041992327 0010101111000111 111111.1
1.32e-05 0.551276469882 0010001101001000 111111.1
1.33e-05 0.415825184428 0001101010011101 111111.1
1.34e-05 0.278348040878 0001000111010000 111111.1
1.35e-05 0.139514813924 0000100011101110 111111.1
1.36e-05 1.88495560212e-06 0000000000000000 111111.1
1.37e-05 -0.139511053196 1111011100010010 111111.1
1.38e-05 -0.278344307655 1110111000110000 111111.1
1.39e-05 -0.415821496898 1110010101100011 111111.1
1.4e-05 -0.551272846011 1101110010111000 111111.1
1.41e-05 -0.684038449769 1101010000111001 111111.1
1.42e-05 -0.813471487626 1100101111110000 111111.1
1.43e-05 -0.938941374956 1100001111101000 111111.1
1.44e-05 -1.0598368352 1011110000101100 111111.1
1.45e-05 -1.17556887796 1011010011000011 111111.1
1.46e-05 -1.28557366845 1010110110111001 111111.1
1.47e-05 -1.38931527451 1010011100010101 111111.1
1.48e-05 -1.48628827756 1010000011100001 111111.1
1.49e-05 -1.57602023497 1001101100100010 111111.1
1.5e-05 -1.65807398175 1001010111100010 111111.1
1.51e-05 -1.73204976037 1001000100100110 111111.1
1.52e-05 -1.79758716835 1000110011110100 111111.1
1.53e-05 -1.8543669141 1000100101010010 111111.1
1.54e-05 -1.90211237244 1000011001000100 111111.1
1.55e-05 -1.94059093236 1000001111001101 111111.1
1.56e-05 -1.96961513021 1000000111110010 111111.1
1.57e-05 -1.98904356305 1000000010110100 111111.1
1.58e-05 -1.99878157753 1000000000010100 111111.1
1.59e-05 -1.99878173103 1000000000010100 111111.1
1.6e-05 -1.98904402279 1000000010110100 111111.1
1.61e-05 -1.96961589396 1000000111110010 111111.1
1.62e-05 -1.94059199639 1000001111001101 111111.1
1.63e-05 -1.90211373157 1000011001000100 111111.1
1.64e-05 -1.8543685617 1000100101010010 111111.1
1.65e-05 -1.79758909641 1000110011110100 111111.1
1.66e-05 -1.73205195949 1001000100100110 111111.1
1.67e-05 -1.6580764412 1001010111100010 111111.1
1.68e-05 -1.57602294279 1001101100100010 111111.1
1.69e-05 -1.48629122055 1010000011100001 111111.1
1.7e-05 -1.38931843833 1010011100010101 111111.1
1.71e-05 -1.28557703769 1010110110111001 111111.1
1.72e-05 -1.1755724362 1011010011000011 111111.1
1.73e-05 -1.05984056512 1011110000101100 111111.1
1.74e-05 -0.938945258363 1100001111101000 111111.1
1.75e-05 -0.813475505608 1100101111110000 111111.1
1.76e-05 -0.684042582753 1101010000111001 111111.1
1.77e-05 -0.551277073861 1101110010111000 111111.1
1.78e-05 -0.415825799016 1110010101100011 111111.1
1.79e-05 -0.278348663082 1110111000110000 111111.1
1.8e-05 -0.139515440711 1111011100010010 111111.1
1.81e-05 -2.51327419063e-06 0000000000000000 111111.1
1.82e-05 0.139510426408 0000100011101110 111111.1
1.83e-05 0.278343685451 0001000111010000 111111.1
1.84e-05 0.41582088231 0001101010011101 111111.1
1.85e-05 0.551272242032 0010001101001000 111111.1
1.86e-05 0.684037859343 0010101111000111 111111.1
1.87e-05 0.813470913628 0011010000010000 111111.1
1.88e-05 0.938940820184 0011110000011000 111111.1
1.89e-05 1.05983630236 0100001111010100 111111.1
1.9e-05 1.17556836964 0100101100111101 111111.1
1.91e-05 1.28557318713 0101001001000111 111111.1
1.92e-05 1.38931482254 0101100011101011 111111.1
1.93e-05 1.48628785713 0101111100011111 111111.1
1.94e-05 1.57601984813 0110010011011110 111111.1
1.95e-05 1.65807363039 0110101000011110 111111.1
1.96e-05 1.73204944621 0110111011011010 111111.1
1.97e-05 1.79758689292 0111001100001100 111111.1
1.98e-05 1.85436667872 0111011010101110 111111.1
1.99e-05 1.90211217828 0111100110111100 111111.1
2e-05 1.94059078035 0111110000110011 111111.1
2.01e-05 1.96961502111 0111111000001110 111111.1
2.02e-05 1.98904349738 0111111101001100 111111.1
2.03e-05 1.9987815556 0111111111101100 111111.1
2.04e-05 1.99878175296 0111111111101100 111111.1
2.05e-05 1.98904408847 0111111101001100 111111.1
2.06e-05 1.96961600306 0111111000001110 111111.1
2.07e-05 1.94059214839 0111110000110011 111111.1
2.08e-05 1.90211392573 0111100110111100 111111.1
2.09e-05 1.85436879707 0111011010101110 111111.1
2.1e-05 1.79758937185 0111001100001100 111111.1
2.11e-05 1.73205227364 0110111011011010 111111.1
2.12e-05 1.65807679256 0110101000011110 111111.1
2.13e-05 1.57602332962 0110010011011110 111111.1
2.14e-05 1.48629164098 0101111100011111 111111.1
2.15e-05 1.38931889031 0101100011101011 111111.1
2.16e-05 1.28557751901 0101001001000111 111111.1
2.17e-05 1.17557294452 0100101100111101 111111.1
2.18e-05 1.05984109796 0100001111010100 111111.1
2.19e-05 0.938945813135 0011110000011000 111111.1
2.2e-05 0.813476079605 0011010000010000 111111.1
2.21e-05 0.684043173179 0010101111000111 111111.1
2.22e-05 0.551277677839 0010001101001000 111111.1
2.23e-05 0.415826413604 0001101010011101 111111.1
2.24e-05 0.278349285285 0001000111010000 111111.1
2.25e-05 0.139516067499 0000100011101110 111111.1
2.26e-05 3.14159277915e-06 0000000000000000 111111.1
2.27e-05 -0.139509799619 1111011100010010 111111.1
2.28e-05 -0.278343063247 1110111000110000 111111.1
2.29e-05 -0.415820267721 1110010101100011 111111.1
2.3e-05 -0.551271638054 1101110010111000 111111.1
2.31e-05 -0.684037268916 1101010000111001 111111.1
2.32e-05 -0.81347033963 1100101111110000 111111.1
2.33e-05 -0.938940265411 1100001111101000 111111.1
2.34e-05 -1.05983576952 1011110000101100 111111.1
2.35e-05 -1.17556786132 1011010011000011 111111.1
2.36e-05 -1.28557270581 1010110110111001 111111.1
2.37e-05 -1.38931437056 1010011100010101 111111.1
2.38e-05 -1.4862874367 1010000011100001 111111.1
2.39e-05 -1.5760194613 1001101100100010 111111.1
2.4e-05 -1.65807327904 1001010111100010 111111.1
2.41e-05 -1.73204913205 1001000100100110 111111.1
2.42e-05 -1.79758661748 1000110011110100 111111.1
2.43e-05 -1.85436644335 1000100101010010 111111.1
2.44e-05 -1.90211198412 1000011001000100 111111.1
2.45e-05 -1.94059062835 1000001111001101 111111.1
2.46e-05 -1.969614912 1000000111110010 111111.1
2.47e-05 -1.9890434317 1000000010110100 111111.1
2.48e-05 -1.99878153367 1000000000010100 111111.1
2.49e-05 -1.99878177488 1000000000010100 111111.1
2.5e-05 -1.98904415415 1000000010110100 111111.1
2.51e-05 -1.96961611217 1000000111110010 111111.1
2.52e-05 -1.94059230039 1000001111001101 111111.1
2.53e-05 -1.90211411989 1000011001000100 111111.1
2.54e-05 -1.85436903245 1000100101010010 111111.1
2.55e-05 -1.79758964728 1000110011110100 111111.1
2.56e-05 -1.7320525878 1001000100100110 111111.1
2.57e-05 -1.65807714391 1001010111100010 111111.1
2.58e-05 -1.57602371645 1001101100100010 111111.1
2.59e-05 -1.4862920614 1010000011100001 111111.1
2.6e-05 -1.38931934228 1010011100010101 111111.1
2.61e-05 -1.28557800033 1010110110111001 111111.1
2.62e-05 -1.17557345284 1011010011000011 111111.1
2.63e-05 -1.0598416308 1011110000101100 111111.1
2.64e-05 -0.938946367906 1100001111101000 111111.1
2.65e-05 -0.813476653603 1100101111110000 111111.1
2.66e-05 -0.684043763605 1101010000111001 111111.1
2.67e-05 -0.551278281817 1101110010111000 111111.1
2.68e-05 -0.415827028192 1110010101100011 111111.1
2.69e-05 -0.278349907489 1110111000110000 111111.1
2.7e-05 -0.139516694287 1111011100010010 111111.1
2.71e-05 -3.76991136766e-06 0000000000000000 111111.1
2.72e-05 0.139509172831 0000100011101110 111111.1
2.73e-05 0.278342441043 0001000111010000 111111.1
2.74e-05 0.415819653132 0001101010011101 111111.1
2.75e-05 0.551271034075 0010001101001000 111111.1
2.76e-05 0.684036678489 0010101111000111 111111.1
2.77e-05 0.813469765632 0011010000010000 111111.1
2.78e-05 0.938939710638 0011110000011000 111111.1
2.79e-05 1.05983523667 0100001111010100 111111.1
2.8e-05 1.175567353 0100101100111100 111111.1
2.81e-05 1.28557222449 0101001001000111 111111.1
2.82e-05 1.38931391859 0101100011101011 111111.1
2.83e-05 1.48628701627 0101111100011111 111111.1
2.84e-05 1.57601907447 0110010011011101 111111.1
2.85e-05 1.65807292769 0110101000011110 111111.1
2.86e-05 1.73204881789 0110111011011010 111111.1
2.87e-05 1.79758634204 0111001100001100 111111.1
2.88e-05 1.85436620798 0111011010101110 111111.1
2.89e-05 1.90211178996 0111100110111100 111111.1
2.9e-05 1.94059047634 0111110000110011 111111.1
2.91e-05 1.96961480289 0111111000001110 111111.1
2.92e-05 1.98904336602 0111111101001100 111111.1
2.93e-05 1.99878151175 0111111111101100 111111.1
2.94e-05 1.99878179681 0111111111101100 111111.1
2.95e-05 1.98904421982 0111111101001101 111111.1
2.96e-05 1.96961622127 0111111000001110 111111.1
2.97e-05 1.9405924524 0111110000110011 111111.1
2.98e-05 1.90211431405 0111100110111100 111111.1
2.99e-05 1.85436926782 0111011010101110 111111.1
3e-05 1.79758992272 0111001100001100 111111.1
3.01e-05 1.73205290196 0110111011011010 111111.1
3.02e-05 1.65807749526 0110101000011110 111111.1
3.03e-05 1.57602410328 0110010011011110 111111.1
3.04e-05 1.48629248183 0101111100011111 111111.1
3.05e-05 1.38931979425 0101100011101011 111111.1
3.06e-05 1.28557848165 0101001001000111 111111.1
3.07e-05 1.17557396116 0100101100111101 111111.1
3.08e-05 1.05984216365 0100001111010100 111111.1
3.09e-05 0.938946922678 0011110000011000 111111.1
3.1e-05 0.8134772276 0011010000010000 111111.1
3.11e-05 0.684044354031 0010101111000111 111111.1
3.12e-05 0.551278885796 0010001101001000 111111.1
3.13e-05 0.41582764278 0001101010011101 111111.1
3.14e-05 0.278350529693 0001000111010000 111111.1
3.15e-05 0.139517321075 0000100011101110 111111.1
3.16e-05 4.39822995617e-06 0000000000000000 111111.1
3.17e-05 -0.139508546043 1111011100010010 111111.1
3.18e-05 -0.278341818839 1110111000110000 111111.1
3.19e-05 -0.415819038544 1110010101100011 111111.1
3.2e-05 -0.551270430096 1101110010111000 111111.1
3.21e-05 -0.684036088062 1101010000111001 111111.1
3.22e-05 -0.813469191634 1100101111110000 111111.1
3.23e-05 -0.938939155865 1100001111101000 111111.1
3.24e-05 -1.05983470383 1011110000101100 111111.1
3.25e-05 -1.17556684468 1011010011000100 111111.1
3.26e-05 -1.28557174317 1010110110111001 111111.1
3.27e-05 -1.38931346661 1010011100010101 111111.1
3.28e-05 -1.48628659585 1010000011100001 111111.1
3.29e-05 -1.57601868764 1001101100100011 111111.1
3.3e-05 -1.65807257634 1001010111100010 111111.1
3.31e-05 -1.73204850373 1001000100100110 111111.1
3.32e-05 -1.7975860666 1000110011110100 111111.1
3.33e-05 -1.8543659726 1000100101010010 111111.1
3.34e-05 -1.90211159579 1000011001000100 111111.1
3.35e-05 -1.94059032434 1000001111001101 111111.1
3.36e-05 -1.96961469378 1000000111110010 111111.1
3.37e-05 -1.98904330034 1000000010110100 111111.1
3.38e-05 -1.99878148982 1000000000010100 111111.1
3.39e-05 -1.99878181874 1000000000010100 111111.1
3.4e-05 -1.9890442855 1000000010110011 111111.1
3.41e-05 -1.96961633038 1000000111110010 111111.1
3.42e-05 -1.9405926044 1000001111001101 111111.1
3.43e-05 -1.90211450821 1000011001000100 111111.1
3.44e-05 -1.85436950319 1000100101010010 111111.1
3.45e-05 -1.79759019815 1000110011110100 111111.1
3.46e-05 -1.73205321612 1001000100100110 111111.1
3.47e-05 -1.65807784661 1001010111100010 111111.1
3.48e-05 -1.57602449011 1001101100100010 111111.1
3.49e-05 -1.48629290225 1010000011100001 111111.1
3.5e-05 -1.38932024623 1010011100010101 111111.1
3.51e-05 -1.28557896297 1010110110111001 111111.1
3.52e-05 -1.17557446948 1011010011000011 111111.1
3.53e-05 -1.05984269649 1011110000101100 111111.1
3.54e-05 -0.93894747745 1100001111101000 111111.1
3.55e-05 -0.813477801597 1100101111110000 111111.1
3.56e-05 -0.684044944457 1101010000111001 111111.1
3.57e-05 -0.551279489774 1101110010111000 111111.1
3.58e-05 -0.415828257368 1110010101100011 111111.1
3.59e-05 -0.278351151896 1110111000101111 111111.1
3.6e-05 -0.139517947863 1111011100010010 111111.1
3.61e-05 -5.02654854468e-06 0000000000000000 111111.1
3.62e-05 0.139507919255 0000100011101110 111111.1
3.63e-05 0.278341196635 0001000111010000 111111.1
3.64e-05 0.415818423955 0001101010011101 111111.1
3.65e-05 0.551269826117 0010001101001000 111111.1
3.66e-05 0.684035497636 0010101111000111 111111.1
3.67e-05 0.813468617635 0011010000010000 111111.1
3.68e-05 0.938938601092 0011110000011000 111111.1
3.69e-05 1.05983417098 0100001111010100 111111.1
3.7e-05 1.17556633635 0100101100111100 111111.1
3.71e-05 1.28557126185 0101001001000111 111111.1
3.72e-05 1.38931301463 0101100011101011 111111.1
3.73e-05 1.48628617542 0101111100011111 111111.1
3.74e-05 1.5760183008 0110010011011101 111111.1
3.75e-05 1.65807222498 0110101000011110 111111.1
3.76e-05 1.73204818957 0110111011011010 111111.1
3.77e-05 1.79758579117 0111001100001100 111111.1
3.78e-05 1.85436573723 0111011010101110 111111.1
3.79e-05 1.90211140163 0111100110111100 111111.1
3.8e-05 1.94059017233 0111110000110011 111111.1
3.81e-05 1.96961458467 0111111000001110 111111.1
3.82e-05 1.98904323466 0111111101001100 111111.1
3.83e-05 1.99878146789 0111111111101100 111111.1
3.84e-05 1.99878184066 0111111111101100 111111.1
3.85e-05 1.98904435117 0111111101001101 111111.1
3.86e-05 1.96961643948 0111111000001110 111111.1
3.87e-05 1.9405927564 0111110000110011 111111.1
3.88e-05 1.90211470237 0111100110111100 111111.1
3.89e-05 1.85436973856 0111011010101110 111111.1
3.9e-05 1.79759047359 0111001100001100 111111.1
3.91e-05 1.73205353028 0110111011011010 111111.1
3.92e-05 1.65807819796 0110101000011110 111111.1
3.93e-05 1.57602487694 0110010011011110 111111.1
3.94e-05 1.48629332268 0101111100011111 111111.1
3.95e-05 1.3893206982 0101100011101011 111111.1
3.96e-05 1.28557944429 0101001001000111 111111.1
3.97e-05 1.1755749778 0100101100111101 111111.1
3.98e-05 1.05984322933 0100001111010100 111111.1
3.99e-05 0.938948032222 0011110000011000 111111.1
4e-05 0.813478375594 0011010000010000 111111.1
4.01e-05 0.684045534883 0010101111000111 111111.1
4.02e-05 0.551280093752 0010001101001000 111111.1
4.03e-05 0.415828871956 0001101010011101 111111.1
4.04e-05 0.2783517741 0001000111010001 111111.1
4.05e-05 0.139518574651 0000100011101110 111111.1
4.06e-05 5.6548671332e-06 0000000000000000 111111.1
4.07e-05 -0.139507292467 1111011100010010 111111.1
4.08e-05 -0.278340574431 1110111000110000 111111.1
4.09e-05 -0.415817809367 1110010101100011 111111.1
4.1e-05 -0.551269222138 1101110010111000 111111.1
4.11e-05 -0.684034907209 1101010000111001 111111.1
4.12e-05 -0.813468043637 1100101111110000 111111.1
4.13e-05 -0.938938046319 1100001111101000 111111.1
4.14e-05 -1.05983363813 1011110000101100 111111.1
4.15e-05 -1.17556582803 1011010011000100 111111.1
4.16e-05 -1.28557078053 1010110110111001 111111.1
4.17e-05 -1.38931256266 1010011100010110 111111.1
4.18e-05 -1.48628575499 1010000011100001 111111.1
4.19e-05 -1.57601791397 1001101100100011 111111.1
4.2e-05 -1.65807187363 1001010111100010 111111.1
4.21e-05 -1.73204787541 1001000100100110 111111.1
4.22e-05 -1.79758551573 1000110011110100 111111.1
4.23e-05 -1.85436550186 1000100101010010 111111.1
4.24e-05 -1.90211120747 1000011001000100 111111.1
4.25e-05 -1.94059002033 1000001111001101 111111.1
4.26e-05 -1.96961447557 1000000111110010 111111.1
4.27e-05 -1.98904316898 1000000010110100 111111.1
4.28e-05 -1.99878144596 1000000000010100 111111.1
4.29e-05 -1.99878186259 1000000000010100 111111.1
4.3e-05 -1.98904441685 1000000010110011 111111.1
4.31e-05 -1.96961654859 1000000111110010 111111.1
4.32e-05 -1.9405929084 1000001111001101 111111.1
4.33e-05 -1.90211489653 1000011001000100 111111.1
4.34e-05 -1.85436997393 1000100101010010 111111.1
4.35e-05 -1.79759074902 1000110011110100 111111.1
4.36e-05 -1.73205384443 1001000100100110 111111.1
4.37e-05 -1.65807854931 1001010111100010 111111.1
4.38e-05 -1.57602526377 1001101100100010 111111.1
4.39e-05 -1.48629374311 1010000011100001 111111.1
4.4e-05 -1.38932115017 1010011100010101 111111.1
4.41e-05 -1.28557992561 1010110110111001 111111.1
4.42e-05 -1.17557548612 1011010011000011 111111.1
4.43e-05 -1.05984376218 1011110000101100 111111.1
4.44e-05 -0.938948586993 1100001111101000 111111.1
4.45e-05 -0.81347894959 1100101111110000 111111.1
4.46e-05 -0.684046125308 1101010000111001 111111.1
4.47e-05 -0.55128069773 1101110010111000 111111.1
4.48e-05 -0.415829486544 1110010101100011 111111.1
4.49e-05 -0.278352396303 1110111000101111 111111.1
4.5e-05 -0.139519201439 1111011100010010 111111.1
4.51e-05 -6.28318572171e-06 0000000000000000 111111.1
4.52e-05 0.139506665679 0000100011101110 111111.1
4.53e-05 0.278339952227 0001000111010000 111111.1
4.54e-05 0.415817194778 0001101010011101 111111.1
4.55e-05 0.551268618158 0010001101001000 111111.1
4.56e-05 0.684034316782 0010101111000111 111111.1
4.57e-05 0.813467469639 0011010000010000 111111.1
4.58e-05 0.938937491545 0011110000011000 111111.1
4.59e-05 1.05983310529 0100001111010100 111111.1
4.6e-05 1.17556531971 0100101100111100 111111.1
4.61e-05 1.28557029921 0101001001000111 111111.1
4.62e-05 1.38931211068 0101100011101010 111111.1
4.63e-05 1.48628533456 0101111100011111 111111.1
4.64e-05 1.57601752714 0110010011011101 111111.1
4.65e-05 1.65807152228 0110101000011110 111111.1
4.66e-05 1.73204756125 0110111011011010 111111.1
4.67e-05 1.79758524029 0111001100001100 111111.1
4.68e-05 1.85436526648 0111011010101110 111111.1
4.69e-05 1.9021110133 0111100110111100 111111.1
4.7e-05 1.94058986832 0111110000110011 111111.1
4.71e-05 1.96961436646 0111111000001110 111111.1
4.72e-05 1.9890431033 0111111101001100 111111.1
4.73e-05 1.99878142403 0111111111101100 111111.1
4.74e-05 1.99878188451 0111111111101100 111111.1
4.75e-05 1.98904448253 0111111101001101 111111.1
4.76e-05 1.96961665769 0111111000001110 111111.1
4.77e-05 1.94059306041 0111110000110011 111111.1
4.78e-05 1.90211509069 0111100110111100 111111.1
4.79e-05 1.8543702093 0111011010101110 111111.1
4.8e-05 1.79759102446 0111001100001100 111111.1
4.81e-05 1.73205415859 0110111011011010 111111.1
4.82e-05 1.65807890066 0110101000011110 111111.1
4.83e-05 1.5760256506 0110010011011110 111111.1
4.84e-05 1.48629416353 0101111100011111 111111.1
4.85e-05 1.38932160215 0101100011101011 111111.1
4.86e-05 1.28558040693 0101001001000111 111111.1
4.87e-05 1.17557599444 0100101100111101 111111.1
4.88e-05 1.05984429502 0100001111010100 111111.1
4.89e-05 0.938949141764 0011110000011000 111111.1
4.9e-05 0.813479523587 0011010000010000 111111.1
4.91e-05 0.684046715734 0010101111000111 111111.1
4.92e-05 0.551281301708 0010001101001000 111111.1
4.93e-05 0.415830101132 0001101010011101 111111.1
4.94e-05 0.278353018507 0001000111010001 111111.1
4.95e-05 0.139519828227 0000100011101110 111111.1
4.96e-05 6.91150405442e-06 0000000000000000 111111.1
4.97e-05 -0.139506038891 1111011100010010 111111.1
4.98e-05 -0.278339330023 1110111000110000 111111.1
4.99e-05 -0.415816580189 1110010101100011 111111.1
5e-05 -0.55126801418 1101110010111000 111111.1
5.01e-05 -0.684033726355 1101010000111001 111111.1
5.02e-05 -0.813466895641 1100101111110000 111111.1
5.03e-05 -0.938936936772 1100001111101000 111111.1
5.04e-05 -1.05983257244 1011110000101100 111111.1
5.05e-05 -1.17556481139 1011010011000100 111111.1
5.06e-05 -1.28556981789 1010110110111001 111111.1
5.07e-05 -1.38931165871 1010011100010110 111111.1
5.08e-05 -1.48628491413 1010000011100001 111111.1
5.09e-05 -1.57601714031 1001101100100011 111111.1
5.1e-05 -1.65807117093 1001010111100010 111111.1
5.11e-05 -1.73204724709 1001000100100110 111111.1
5.12e-05 -1.79758496485 1000110011110100 111111.1
5.13e-05 -1.85436503111 1000100101010010 111111.1
5.14e-05 -1.90211081914 1000011001000100 111111.1
5.15e-05 -1.94058971632 1000001111001101 111111.1
5.16e-05 -1.96961425735 1000000111110010 111111.1
5.17e-05 -1.98904303763 1000000010110100 111111.1
5.18e-05 -1.9987814021 1000000000010100 111111.1
5.19e-05 -1.99878190644 1000000000010100 111111.1
5.2e-05 -1.9890445482 1000000010110011 111111.1
5.21e-05 -1.9696167668 1000000111110010 111111.1
5.22e-05 -1.94059321241 1000001111001101 111111.1
5.23e-05 -1.90211528485 1000011001000100 111111.1
5.24e-05 -1.85437044467 1000100101010010 111111.1
5.25e-05 -1.79759129989 1000110011110100 111111.1
5.26e-05 -1.73205447275 1001000100100110 111111.1
